Pixel,ReferenceIntensityADC_MedianLensReplicates,ReferenceIntensityADC_StdLensReplicates,ReferenceCV
99,2290.0359344947055,3.988117548161134,0.0017415087196180215
100,2289.969146341158,3.9617560524634055,0.0017300477863613911
101,2289.890308850341,3.939242927032028,0.0017202758192420835
102,2289.8091008838005,3.9190340102719095,0.0017115112385391756
103,2289.7255921614083,3.8848789494599316,0.0016966569980085531
104,2289.6302432613697,3.8819033197034627,0.001695428041767148
105,2289.5045548865487,3.8853331910904783,0.001697019201293097
106,2289.379363265832,3.889860284427253,0.0016990894330760071
107,2289.245094117486,3.891452439617778,0.0016998845818725888
108,2289.1120407094477,3.897402299842392,0.0017025825868420572
109,2288.990496309653,3.9018543194783515,0.0017046179640190658
110,2288.901688005318,3.90080612953393,0.0017042261578885543
111,2288.7860480073755,3.9053818119982004,0.0017063114376279244
112,2288.67243860077,3.9102478731566794,0.0017085222888196683
113,2288.5916960143895,3.887757010209768,0.0016987551851124622
114,2288.515053828113,3.8666502576233075,0.00168958917318694
115,2288.442573046833,3.8469203668975487,0.0016810211504568184
116,2288.3743146754364,3.828560752253467,0.0016730482979557817
117,2288.310339718815,3.8296503684022607,0.001673571238100879
118,2288.250709181859,3.8308464465887737,0.001674137554603208
119,2288.195484069458,3.8321573632050727,0.0016747508636760983
120,2288.144725386501,3.811852419993591,0.0016659140384355337
121,2288.0600575711996,3.8277359816963465,0.00167291761815008
122,2287.982575260439,3.837860684385139,0.0016773994373398054
123,2287.950741165852,3.8405073905859384,0.0016785795784348763
124,2287.8947203753855,3.848621649308464,0.0016821672846366823
125,2287.79401350301,3.8660865941023084,0.001689875299648441
126,2287.6966575420915,3.862326446881108,0.0016883035756282494
127,2287.6314712026556,3.855001992263328,0.001685149920689224
128,2287.53884312071,3.880979234770256,0.0016965741353164258
129,2287.4783933752315,3.901546326180802,0.0017056101327470783
130,2287.428947168907,3.898946389551563,0.001704510382443656
131,2287.421989996955,3.890415152419034,0.0017007859369334002
132,2287.419804278896,3.9052314344643153,0.0017072648523717012
133,2287.422451019623,3.920082354700334,0.0017137553025908918
134,2287.4107729406837,3.9385419202609535,0.0017218341221666906
135,2287.405347862968,3.956754027711456,0.001729800112344799
136,2287.406219361397,3.9530249339121637,0.0017281691815176485
137,2287.4134310108907,3.950629117290785,0.0017271163418607974
138,2287.4270263863714,3.949588143118915,0.001726650991510925
139,2287.4470490627605,3.949926192606772,0.0017267836622601523
140,2287.4927608983194,3.9484831470811295,0.0017261183137167718
141,2287.4923530370547,3.957163632720849,0.0017299133819909857
142,2287.4733543713187,3.976969299732873,0.0017385860657711965
143,2287.4645923261205,3.9920156976919317,0.001745170487483898
144,2287.455808493463,4.005557062073943,0.001751097025438072
145,2287.4470115883278,4.025751895342719,0.001759932306605594
146,2287.438210325701,4.048779947205388,0.0017700062580614556
147,2287.4294134205666,4.074641675666882,0.0017813190876013795
148,2287.4110204462386,4.104932617967634,0.0017945758682087775
149,2287.3932985256993,4.159589540538348,0.0018184846231819166
150,2287.3762476589504,4.2155747037864675,0.0018429738911999985
151,2287.359867845991,4.272911663567695,0.0018680539619642359
152,2287.344159086822,4.331623938170172,0.0018937351080125563
153,2287.3291213814423,4.387758279198358,0.001918288993998534
154,2287.314754729853,4.427692461864069,0.0019357600228425969
155,2287.301059132053,4.461885129958261,0.0019507205280844763
156,2287.2880345880426,4.47833209545181,0.0019579222326751647
157,2287.265413974839,4.498869764833517,0.00196692073309294
158,2287.2427977191273,4.521702498592695,0.0019769228273892932
159,2287.2201771059235,4.535644729676855,0.001983038089238929
160,2287.197543420243,4.548264004289423,0.001988575065312466
161,2287.174887947103,4.563385335662251,0.001995206120751966
162,2287.1522019715167,4.555527337829449,0.0019917901982660366
163,2287.1294767785016,4.54797721155932,0.001988508852575018
164,2287.106703653073,4.560284870608428,0.001993909975133442
165,2287.064655596907,4.552740825299021,0.0019906480624225244
166,2287.0238407110164,4.544608774211242,0.001987127852938499
167,2286.895118650167,4.5546497041350404,0.0019916303406268183
168,2286.7681570161426,4.564904913271181,0.0019962255024696656
169,2286.6839197210643,4.565952885678661,0.001996757333315935
170,2286.6039004783793,4.565986366284362,0.001996841851502621
171,2286.5280295682123,4.5876696856589545,0.0020063911862586215
172,2286.466504393673,4.581785820078312,0.0020038718307370585
173,2286.4507233001336,4.566879273311658,0.0019973661477908793
174,2286.4730249449126,4.5602239824507045,0.001994435942475452
175,2286.5045819029997,4.552077185661661,0.0019908454247981795
176,2286.545394174395,4.558965086420922,0.001993822251697317
177,2286.5954617590983,4.563233659586421,0.0019956453758007047
178,2286.654784657109,4.548409292598741,0.0019891106095758088
179,2286.7137537267586,4.528744913378448,0.0019804599093339744
180,2286.722998582086,4.52617164114755,0.001979326592662979
181,2286.7420870121596,4.516316768433116,0.001975000501405081
182,2286.7504237661246,4.509514159737288,0.0019720185083907933
183,2286.7671486924614,4.501587378532256,0.001968537715397125
184,2286.7921833563114,4.516030324817199,0.001974831975413283
185,2286.825449322816,4.530861903376871,0.0019812889106680916
186,2286.895695582127,4.543054171457135,0.0019865594133713677
187,2286.9720684753884,4.561361939375026,0.0019944983160270348
188,2287.064124854364,4.594872763605647,0.002009070368281974
189,2287.16155402115,4.622390395570233,0.002021016131301885
190,2287.2643124008255,4.6497615918749995,0.002032892117743218
191,2287.372356418469,4.676962896326961,0.0020446880383087583
192,2287.485642499157,4.711055097847946,0.0020594905648023895
193,2287.5835928220035,4.732225603129441,0.0020686569085292678
194,2287.6757555237887,4.7364392697378115,0.0020704154678831883
195,2287.74350058261,4.7455000148109265,0.002074314718237604
196,2287.8175335025917,4.753359796101218,0.0020776830872626206
197,2287.8881492772366,4.7618823095168,0.0020813440163240144
198,2287.9655104497156,4.769094136121793,0.0020844257111132737
199,2288.020685015208,4.775176423920876,0.0020870337646834414
200,2288.0843436179,4.780037210614389,0.0020891000910640534
201,2288.156355533026,4.78369022140051,0.002090630830289633
202,2288.2365900358236,4.786149262627332,0.0020916321692733717
203,2288.324916401527,4.787428220843519,0.0020921103408566306
204,2288.4212039053723,4.7711047788308845,0.0020848892549538587
205,2288.5157126809254,4.756724158974927,0.0020785193357499704
206,2288.6185704114223,4.742190076572292,0.0020720753287079177
207,2288.729637657112,4.727502127596017,0.0020655572636510207
208,2288.8583841199174,4.710586270332448,0.002058050556126347
209,2288.9944119520915,4.693615403066992,0.0020505141378061296
210,2289.137590428869,4.654599061157215,0.0020333417618139667
211,2289.2877888254866,4.602751178148876,0.0020105603151407653
212,2289.4250001525256,4.555297060765834,0.001989712290405823
213,2289.538151150958,4.514820292516659,0.0019719349469005548
214,2289.6558949461073,4.4691391239054985,0.0019518824351598433
215,2289.7780572382876,4.448243301218133,0.0019426526021404803
216,2289.9044637278134,4.428908421591201,0.0019341018333931845
217,2289.9676761233095,4.426932268447961,0.0019331854831865236
218,2290.0290618581002,4.428238756593591,0.0019337041744791547
219,2290.0979860542952,4.43052941270137,0.001934646220240957
220,2290.1742046923355,4.411608185985438,0.0019263199179112658
221,2290.2574737526597,4.3839486830459204,0.0019141728531782416
222,2290.3578163386915,4.356642421881071,0.0019021667229470244
223,2290.455120881203,4.33471766904598,0.0018925136884490846
224,2290.5587525023034,4.315660201649458,0.0018841080574487985
225,2290.668467182433,4.316415524194304,0.0018843475544514654
226,2290.784020902032,4.319558450108246,0.0018856244895611555
227,2290.90516964154,4.345686043481175,0.0018969296944583473
228,2291.072737873331,4.36181201528578,0.0019038295655923155
229,2291.2480798711013,4.367312813040526,0.0019060846581423945
230,2291.4309864752295,4.374067258632841,0.0019088802082410543
231,2291.6212485260917,4.371046155818304,0.001907403397760272
232,2291.818656864066,4.370115174403192,0.0019068328819623513
233,2292.023002329529,4.3414680553865495,0.0018941642605567392
234,2292.203274393908,4.3201036694872395,0.0018846948338949294
235,2292.3880651776376,4.2989525553340515,0.0018753162349067303
236,2292.557263111489,4.286056106427071,0.0018695524754788364
237,2292.7304917255715,4.273155429643626,0.0018637844461289177
238,2292.90749828534,4.260248007248464,0.0018580112849883048
239,2293.088030056251,4.270587414841598,0.0018623739511373395
240,2293.2718343037595,4.28235308751629,0.0018673552011841711
241,2293.4586582933225,4.27206981219005,0.0018627193460592447
242,2293.6893177823285,4.251379208700536,0.0018535113608197885
243,2293.9251583294895,4.229849370131492,0.0018439352106900495
244,2294.1659620602004,4.207445916766424,0.0018339762625490554
245,2294.392292816513,4.188992498715226,0.0018257525148731085
246,2294.624449539818,4.16377163815124,0.001814576515554114
247,2294.862196925541,4.160778917469899,0.0018130844296638607
248,2295.105299669105,4.135141078521572,0.0018017217245403741
249,2295.3227210969853,4.139528763814592,0.001803462635457301
250,2295.5327600616797,4.175340297526782,0.001818898153043389
251,2295.744755540347,4.211506995474979,0.001834483988392569
252,2295.958437368472,4.231441661705891,0.0018429957584753956
253,2296.173535381542,4.269392627332365,0.0018593510296785753
254,2296.389779415046,4.325307521775439,0.0018835249836712017
255,2296.6171664274534,4.355598328274816,0.001896527811402825
256,2296.876627196516,4.3782642963481315,0.0019061817445946505
257,2297.139098992648,4.383477980887911,0.0019082335862073718
258,2297.414613634258,4.386548208705215,0.0019093411274885977
259,2297.693335390083,4.376140760174779,0.0019045799945412794
260,2297.975037670533,4.366177186846954,0.0019000107117233818
261,2298.259493886016,4.356638133674453,0.0018956249915487236
262,2298.546477446941,4.325453347749116,0.001881821137919089
263,2298.7781069136972,4.309595937674975,0.0018747333310307926
264,2299.015706144687,4.318573923493619,0.0018784447239534572
265,2299.2589962604134,4.3303038552217545,0.0018833475751382058
266,2299.5076983813797,4.354182288151289,0.0018935280326376782
267,2299.742315344748,4.375426199277148,0.0019025723752103241
268,2299.98308508702,4.391071554121411,0.0019091755859392658
269,2300.229711298729,4.406677379555669,0.0019157553516981666
270,2300.481897670411,4.422221979239328,0.0019223024461603037
271,2300.7393478925997,4.458352780474971,0.001937791338492417
272,2301.062052431102,4.459570408646066,0.0019380487388136584
273,2301.390796453712,4.46028861302612,0.001938083970744614
274,2301.684267448937,4.471168412274699,0.001942563745821794
275,2302.0114244729098,4.474125958490775,0.001943572438835838
276,2302.343187366075,4.4766763397310925,0.0019444001069417007
277,2302.736958243909,4.48771109426641,0.0019488596290601877
278,2303.1001325549246,4.531003891481707,0.00196734993300325
279,2303.4921125034884,4.540770543578801,0.001971255086540664
280,2303.8530688510036,4.557107251295222,0.0019780372771636776
281,2304.1436804598857,4.613170823424443,0.0020021194262085673
282,2304.4451387382055,4.666775074548907,0.0020251187568319333
283,2304.747555664797,4.696656483853693,0.0020378181863388322
284,2305.050652360162,4.702796634514857,0.0020402140099175787
285,2305.374684190771,4.725700757536661,0.002049862345562916
286,2305.680953140415,4.72938759700514,0.002051189081717293
287,2305.989714575563,4.755921605826958,0.002062420996835333
288,2306.28147133338,4.788177832295707,0.002076146338515834
289,2306.576461350365,4.832868515792575,0.0020952561498712315
290,2306.874388317054,4.877044226335559,0.0021141351479885013
291,2307.154421678014,4.926143246476224,0.002135159744917896
292,2307.406638552141,4.982838107795811,0.0021594971707815046
293,2307.6615004239975,5.039053784106019,0.002183619124026713
294,2307.908400286214,5.097606034523939,0.0022087557867945546
295,2308.1565986810874,5.159028708192228,0.0022351294150232993
296,2308.405747009249,5.220395128204824,0.0022614720722162144
297,2308.6554966713256,5.290288267250275,0.002291501817780062
298,2308.905499067946,5.353952382507157,0.0023188269873619465
299,2309.1656727227237,5.414464398598629,0.0023447708679189164
300,2309.426068609599,5.45083627850322,0.002360255802336605
301,2309.715174269197,5.477170650112483,0.002371361937233443
302,2310.001874593133,5.502139344866998,0.0023818765713495816
303,2310.257028416963,5.533793096762927,0.002395314905958667
304,2310.5110972252505,5.563534135872227,0.0024079235726474596
305,2310.763741133607,5.591374626657203,0.0024197084830118567
306,2311.014620257646,5.617326746907976,0.0024306755559520095
307,2311.263394712981,5.641402686640431,0.0024408307160253342
308,2311.5097246152254,5.666136527311815,0.002451270901858309
309,2311.753270079991,5.688461881503442,0.0024606699837420843
310,2311.993691222892,5.697423538589058,0.0024642902617850564
311,2312.23064815954,5.69693149085434,0.0024638249196242213
312,2312.4638010055487,5.695744987140737,0.002463063415160923
313,2312.721637301541,5.7009286239575685,0.0024650301757064685
314,2312.9730419391326,5.69694817943543,0.0024630413222020376
315,2313.2712259978575,5.691308036137494,0.002460285664808924
316,2313.560444080753,5.697345397605661,0.0024625876588538352
317,2313.8401889757333,5.698827733523738,0.002462930569135994
318,2314.1101818033007,5.692275069092576,0.002459811600092782
319,2314.387972798804,5.685836340242195,0.0024567343103525886
320,2314.7115645227072,5.674056784511525,0.0024513018690868788
321,2315.028824810528,5.662926969460962,0.0024461582978019467
322,2315.339535787661,5.631042909913335,0.0024320592392068734
323,2315.643479579498,5.621863739053764,0.0024277760322908813
324,2315.9212200280936,5.613021247573904,0.002423666746101931
325,2316.1450103664874,5.618221023843575,0.0024256775800728446
326,2316.3659073300996,5.623106170147209,0.0024275552287973965
327,2316.5836320394333,5.593217681714124,0.002414425106159481
328,2316.8156214350406,5.562922502839736,0.0024011071279785526
329,2317.065754556425,5.549948264967815,0.0023952484965323257
330,2317.3078829647466,5.540535989398033,0.002390936495805431
331,2317.541788785398,5.516949311047739,0.0023805177269054212
332,2317.767254143771,5.499059344270936,0.002372567536468366
333,2317.9840611652594,5.481310573217852,0.002364688638308573
334,2318.1919919752563,5.463701106375357,0.002356880329708979
335,2318.4238096856734,5.446235004243456,0.00234911105617995
336,2318.6558958176056,5.428922292311203,0.0023414092199294857
337,2318.8540693311998,5.41750923548439,0.0023362872666872476
338,2319.0468874869525,5.40059907973046,0.002328801159161921
339,2319.2238129973675,5.371639782810443,0.0023161368698901594
340,2319.394176124618,5.35905703961107,0.0023105417331715913
341,2319.5576979892057,5.353672170257314,0.002308057339939568
342,2319.714099711635,5.346523122635099,0.002304819858317768
343,2319.863102412409,5.331598514539685,0.0022982384214807307
344,2320.0044272120294,5.332286665794638,0.00229839503892779
345,2320.1480623539837,5.329006408315343,0.002296838936610201
346,2320.314929901038,5.315647559654496,0.002290916414471897
347,2320.4426044207767,5.311556516429979,0.002289027320180512
348,2320.597374698149,5.301983559069837,0.0022847494429142374
349,2320.7499923744026,5.289692677864546,0.002279303111169059
350,2320.890639148246,5.274373000403012,0.002272564209375534
351,2320.998947229913,5.264232046810742,0.002268088942088296
352,2321.1491342970503,5.233915514002723,0.0022548811865066958
353,2321.297194908023,5.201174442690497,0.0022406327178181866
354,2321.442885043271,5.165978213229586,0.00222533073999505
355,2321.5859606832337,5.146076081863829,0.0022166209518037225
356,2321.7364449313354,5.121991651810832,0.002206103825002546
357,2321.88449334133,5.096401928890883,0.0021949420582747666
358,2322.0298706086423,5.069294648555388,0.002183130679204675
359,2322.152465164043,5.045959504952615,0.00217296649580507
360,2322.281509679311,5.01845664272963,0.0021610027129840255
361,2322.406493011904,5.0132208565581164,0.0021586319499376375
362,2322.5271711422606,5.021482214433824,0.0021620768432018683
363,2322.6535671738056,5.025820230375276,0.0021638268837873534
364,2322.7758366602925,5.013620212152451,0.0021584606370630573
365,2322.893744297146,5.006639432328768,0.002155345867463973
366,2323.0070547797905,4.998984419915504,0.002151945431947637
367,2323.1155328036502,4.987687670711078,0.002146982188480179
368,2323.2908129250327,4.9569425731381,0.0021335867836955328
369,2323.465456852562,4.92467597858545,0.0021195391410107588
370,2323.6392902865537,4.894011441661646,0.002106183804913245
371,2323.8121389273215,4.8854562219960105,0.002102345598491947
372,2323.9838284751795,4.888761558551571,0.0021036125547221223
373,2324.1541846304417,4.887424058107195,0.0021028828854933877
374,2324.323033093424,4.887455408805997,0.002102743611459772
375,2324.490199564439,4.888957834710393,0.0021032387383807774
376,2324.6459006021323,4.89899364003804,0.0021074149997507567
377,2324.800220314816,4.90911498730925,0.002111628751757635
378,2324.962584829492,4.898576471868122,0.0021069485177230814
379,2325.1225527234906,4.878934532862483,0.0020983558596288313
380,2325.279949697125,4.852683205777027,0.0020869242890126432
381,2325.42499230904,4.828388536907817,0.0020763467120534598
382,2325.56776466755,4.797884931610082,0.002063102612834832
383,2325.7080837579847,4.768934349921467,0.0020505300657576967
384,2325.845766565674,4.741552247384794,0.002038635715035453
385,2325.980630075948,4.7157540989837665,0.00202742621241424
386,2326.1124912741357,4.691555367390172,0.0020169082041343396
387,2326.2226068435425,4.6688111351864405,0.002007035406435828
388,2326.3319685668084,4.646900687260967,0.001997522602126213
389,2326.4403759992956,4.643698755828775,0.001996053199443862
390,2326.5476286963653,4.640250306442936,0.0019944789649730954
391,2326.691962780059,4.629316849697638,0.001989656097047878
392,2326.8321441737417,4.61896033483196,0.0019850853214305035
393,2326.9680072927126,4.609166611721881,0.0019807606281121025
394,2327.09938655227,4.599922515158797,0.0019766764332200884
395,2327.2261163677126,4.591215887486549,0.0019728275886884707
396,2327.368565400306,4.579665664997056,0.0019677440578516002
397,2327.507367211977,4.57436984712962,0.0019653513933273023
398,2327.642373647993,4.569924966580674,0.0019633277939593735
399,2327.8022639786304,4.5621203119907285,0.001959840138738094
400,2327.9561148251605,4.577122229836549,0.001966154860346373
401,2328.103804177803,4.56186292300011,0.0019594757393608508
402,2328.216382601768,4.542623804804041,0.0019511175330394702
403,2328.3245033112726,4.543240721436095,0.0019512918903592843
404,2328.4280181515837,4.525033117179993,0.001943385443700415
405,2328.5267789679683,4.498664280645501,0.0019319787606820501
406,2328.611028464024,4.463198085968938,0.0019166782392647645
407,2328.6908768930175,4.425733636227353,0.001900524316105128
408,2328.737339960221,4.407355870340686,0.0018925946669519935
409,2328.781036019916,4.388002334180787,0.0018842485688050153
410,2328.8217820574296,4.380385784460852,0.0018809450419134007
411,2328.8497859164245,4.368671185680278,0.0018758922160199201
412,2328.8847321318995,4.359614917359265,0.0018719753954367683
413,2328.9161705662,4.373487670413846,0.0018779068674466609
414,2329.0055209425564,4.384853543213121,0.0018827149630107174
415,2329.0949976861853,4.396795684575062,0.0018877700089275072
416,2329.184470072322,4.409366843532604,0.0018930947291588682
417,2329.273807376202,4.4061147547928545,0.0018916259397413217
418,2329.4122405440376,4.400408441258861,0.0018890638439468057
419,2329.520835348687,4.391694808156564,0.0018852352559015457
420,2329.6302798643037,4.382744758646695,0.0018813048561945982
421,2329.8173339294517,4.3545648346206285,0.001869058475617165
422,2329.9998169853434,4.328061836297396,0.0018575374147012738
423,2330.1571512110913,4.313857304228499,0.0018513160376270698
424,2330.308493885145,4.300588433040541,0.0018455017626745629
425,2330.376910869255,4.298430713932785,0.0018445216711014463
426,2330.4444084225233,4.296456417404073,0.0018436210715330225
427,2330.5108558201855,4.2947067568326815,0.0018428177436321056
428,2330.514519599578,4.296870997802186,0.0018437435002724041
429,2330.5128715960495,4.2779536483429625,0.0018356275566988008
430,2330.5057287949317,4.2632569366195785,0.0018293269499165927
431,2330.4929081815535,4.248707620341773,0.0018230939924451313
432,2330.5262203374755,4.22540948891072,0.0018130709931677375
433,2330.558138095912,4.2011136095912285,0.0018026212437779296
434,2330.5981311587843,4.1741259030259,0.0017910105767357264
435,2330.6261925366757,4.171218776416157,0.0017897416538840845
436,2330.6524499128204,4.14570492121091,0.0017787744034362491
437,2330.6972980934374,4.1005634300005624,0.0017593719413305689
438,2330.741396785405,4.096422532428943,0.0017575620092725832
439,2330.8051582249113,4.0886077863680255,0.001754161119791676
440,2330.8692595488046,4.027274229603027,0.00172779928050645
441,2330.9335961772736,4.005938356972823,0.0017185982318597812
442,2330.9980635305064,3.9803179811981293,0.0017075595400407925
443,2331.0933583976425,3.9512624932806846,0.0016950254175991995
444,2331.190574918812,3.8824591499583976,0.0016654404799545876
445,2331.2896346591583,3.8532623063608265,0.0016528458107798285
446,2331.390459183821,3.8281707440859036,0.001642011842763601
447,2331.492970057943,3.797911841749434,0.0016289613095659679
448,2331.6066979883344,3.7476997273175674,0.001607346440783092
449,2331.7213061321386,3.707304198411174,0.0015899430985433047
450,2331.8367247694805,3.659870326528348,0.0015695225517516256
451,2331.9528841804868,3.611287851833817,0.0015486109845237823
452,2332.038913276333,3.5688764818090575,0.001530367465779147
453,2332.1235436172024,3.526185975796331,0.0015120065081659858
454,2332.237480707217,3.47555716331813,0.001490224384124132
455,2332.3806548265025,3.4165894198995677,0.0014648506935733077
456,2332.531830172857,3.3538248617062583,0.0014378474146943222
457,2332.6807047633624,3.2906340970053582,0.0014106663163483298
458,2332.8272437380797,3.227046017292045,0.001383319757583543
459,2332.9714122370724,3.1793465610293943,0.0013627884783983435
460,2333.113175400402,3.129446891889832,0.0013413180830170253
461,2333.252498368133,3.0782305941414654,0.0013192873880106706
462,2333.4282900590924,3.0359943964654565,0.0013010875069096603
463,2333.6760561907467,2.994853344280865,0.0012833200804953865
464,2333.889408592466,2.972599472663449,0.0012736676646800413
465,2334.0080256290403,2.9702606787644243,0.0012726008848936614
466,2334.10234790393,2.950759728976754,0.0012641946620835177
467,2334.1927789383376,2.932846155752228,0.00125647126587641
468,2334.2791880074983,2.921536147703155,0.0012515795722776973
469,2334.3614443866486,2.9054089545746735,0.0012446268599754342
470,2334.4394173510245,2.8900276777304454,0.0012379964355681877
471,2334.5129761758612,2.882392061634481,0.001234686673858671
472,2334.5819901363943,2.8762537652155156,0.0012320208831249808
473,2334.6463285078603,2.871663223321265,0.0012300206623401617
474,2334.7250788488336,2.864648051261124,0.0012269744635944784
475,2334.797593618553,2.8581322823072894,0.001224145634773271
476,2334.863759522223,2.8342522343366405,0.0012138833466311567
477,2334.904244981708,2.80874062075321,0.0012029361061764716
478,2334.939453518209,2.8008433528686707,0.0011995357518364998
479,2334.9692544069635,2.7941987196660554,0.0011966747375334187
480,2334.993516923206,2.7888363117341033,0.001194365762269405
481,2335.0121103421725,2.771976714985527,0.0011871359050807328
482,2335.024903939099,2.757318288154528,0.0011808517688625228
483,2335.0317669892215,2.761271457176361,0.0011825412811135888
484,2335.032568767776,2.7499836446520005,0.0011777067615391758
485,2335.027178549997,2.7410011971135124,0.0011738626523463494
486,2335.0154656111213,2.730858772606296,0.0011695249187103668
487,2334.9972992263843,2.7269025840419374,0.0011678397165364588
488,2334.9725486710217,2.7418854640783548,0.0011742688219777712
489,2334.94108322027,2.7549409350822844,0.0011798759955359412
490,2334.9027721493635,2.769899336218425,0.0011863017892041095
491,2334.898553225473,2.777522759140269,0.0011895689237990006
492,2334.9206953860394,2.779306935136002,0.0011903217700832836
493,2334.9403014861796,2.7817464239395666,0.0011913565508158803
494,2334.9573018060196,2.784855648954514,0.0011926794750381567
495,2334.9716266256846,2.788649039031594,0.0011942967560002122
496,2334.9832062253013,2.793141030450754,0.0011962146121667844
497,2334.991970884994,2.7882586537815763,0.0011941191612426778
498,2334.9978508848894,2.770616665413511,0.0011865606918496888
499,2335.0007765051128,2.7537560543437642,0.0011793383891141223
500,2335.0006780257904,2.74735904875884,0.0011765988226957143
501,2335.007752850031,2.72881267380847,0.0011686525111009906
502,2335.0636664461913,2.704146211204162,0.0011580610199462737
503,2335.120355675952,2.697086447038786,0.0011550096081698773
504,2335.1970213926857,2.68641478448515,0.0011504017690477362
505,2335.273129350425,2.6771488399581607,0.0011463964562906743
506,2335.32946126583,2.6670369237714904,0.0011420388292133579
507,2335.3865339548993,2.658559539364911,0.00113838094923958
508,2335.4443299876643,2.65172096494848,0.0011354246088848053
