Pixel,card01_rep01_ReferenceCorrectedRatio,card01_rep02_ReferenceCorrectedRatio,card01_rep03_ReferenceCorrectedRatio,card01_rep04_ReferenceCorrectedRatio,card01_rep05_ReferenceCorrectedRatio,card02_rep01_ReferenceCorrectedRatio,card02_rep02_ReferenceCorrectedRatio,card02_rep03_ReferenceCorrectedRatio,card02_rep04_ReferenceCorrectedRatio,card02_rep05_ReferenceCorrectedRatio,card03_rep01_ReferenceCorrectedRatio,card03_rep02_ReferenceCorrectedRatio,card03_rep03_ReferenceCorrectedRatio,card03_rep04_ReferenceCorrectedRatio,card03_rep05_ReferenceCorrectedRatio,card04_rep01_ReferenceCorrectedRatio,card04_rep02_ReferenceCorrectedRatio,card04_rep03_ReferenceCorrectedRatio,card04_rep04_ReferenceCorrectedRatio,card04_rep05_ReferenceCorrectedRatio,card06_rep01_ReferenceCorrectedRatio,card06_rep02_ReferenceCorrectedRatio,card06_rep03_ReferenceCorrectedRatio,card06_rep04_ReferenceCorrectedRatio,card06_rep05_ReferenceCorrectedRatio,card07_rep01_ReferenceCorrectedRatio,card07_rep02_ReferenceCorrectedRatio,card07_rep03_ReferenceCorrectedRatio,card07_rep04_ReferenceCorrectedRatio,card07_rep05_ReferenceCorrectedRatio,card08_rep01_ReferenceCorrectedRatio,card08_rep02_ReferenceCorrectedRatio,card08_rep03_ReferenceCorrectedRatio,card08_rep04_ReferenceCorrectedRatio,card08_rep05_ReferenceCorrectedRatio,lens_rep01_ReferenceCorrectedRatio,lens_rep02_ReferenceCorrectedRatio,lens_rep03_ReferenceCorrectedRatio,lens_rep04_ReferenceCorrectedRatio,lens_rep05_ReferenceCorrectedRatio,lens_unlabelled_ReferenceCorrectedRatio
31,0.6424886744410153,0.6107895107874762,0.6361016257028593,0.6361016257028593,0.636388726756883,0.6418433867646779,0.6432751072343629,0.6431602207729266,0.6455516980288248,0.6464237652795704,0.6048818663689646,0.6026029519307775,0.601943207482972,0.6021523489035024,0.6002169287988954,0.556781246577058,0.5614761658748201,0.5568020161608929,0.5564485398838783,0.5569951745061318,0.5887038340638463,0.5813652133342334,0.584857399141278,0.5840657238095861,0.5829193887266233,0.5917327262617013,0.5912365909095157,0.5938036170366999,0.5973350164683565,0.5941683550275775,0.5493726130223108,0.5493726130223108,0.5512936145320384,0.5526758535840931,0.559724639550009,1.0,1.001809168225738,0.9976993457987925,0.96645935496204,0.9827632917580615,0.941615058436333
32,0.6424034355216084,0.6107700960014226,0.6360577470657095,0.6360577470657095,0.6362978691821646,0.6418397916346659,0.6432869830267637,0.6432053650026506,0.6455038495605494,0.6463581502240202,0.6047683717149144,0.6026075961333165,0.6018996989141167,0.6020815811060057,0.6002000473334624,0.5567578094286828,0.561333911441472,0.5567994615809537,0.5564000309795433,0.5569977908001732,0.588712850531774,0.5814159903189223,0.5848472116271591,0.5839763771341329,0.5829470015106154,0.5917401334110012,0.591367615488154,0.5937795951902209,0.5972247603167571,0.5941715423761521,0.549447711591566,0.549447711591566,0.5512671724660065,0.5527209813406625,0.5596734707242449,1.0,1.0018423236688734,0.9977264502835266,0.9664732820972735,0.9826800739172954,0.9416042116868215
33,0.6423212071072669,0.6107520480787828,0.636015932750635,0.636015932750635,0.6362096751434436,0.6418370333776627,0.6432662387933779,0.643251507023684,0.6454967029555603,0.646277822192537,0.6047044816800652,0.6026128970893267,0.6018574783874124,0.602013060789873,0.6001843109678971,0.556726908971581,0.561194625177554,0.5567978622406432,0.5563533728116042,0.557002861355742,0.588723530551579,0.5814675510357067,0.5848392880058931,0.5838942832920003,0.5829757235084023,0.5917470049000452,0.5915074980608724,0.5937559819441316,0.5971325344049866,0.5941980341863308,0.5495237007904948,0.5495237007904948,0.5512417004053408,0.5527665443680955,0.5596227606608383,1.0,1.0018582272273624,0.9977537859618608,0.9664873646296284,0.9825989338531013,0.9415966548419857
34,0.642241981044628,0.6107521107547146,0.6359761708531734,0.6359761708531734,0.6361241441661865,0.641835099879666,0.6432486072843686,0.6433153481574462,0.6454522888792091,0.6461838995953496,0.6045949376424541,0.6025978917991984,0.6018165497699206,0.6019467918983917,0.6001697084028803,0.5566723523505129,0.5610583460304027,0.5567971962558839,0.5563085549665584,0.5570103302379575,0.5887190812934929,0.581519842746454,0.5848335869863752,0.5838149676078861,0.5830055171701605,0.591736600818834,0.5916388158415411,0.5937327926415027,0.5970237472964754,0.5942254166376,0.549600513312265,0.549600513312265,0.5512172031557702,0.5528125018350474,0.5595725481384175,1.0,1.0018747455743788,0.9977813339149425,0.9664973992164979,0.9825115172435646,0.9415881359311151
35,0.6421657491877961,0.6107523862519957,0.6359384494720751,0.6359384494720751,0.6360412757844933,0.641817223279546,0.6432340195819155,0.6433789482024452,0.6454108582746368,0.6460942415294431,0.6044889724395542,0.6025514076597971,0.6017936726797922,0.6018827783822381,0.6001562283397126,0.5566209585665516,0.5609251129650986,0.5567974417406594,0.556265567034513,0.5570368972527254,0.5887173514367295,0.5815560569565856,0.5848300672745613,0.5837384306227721,0.5830321560033452,0.5917142559618835,0.5917704171937755,0.5937100426294508,0.5969163499148709,0.5942327072598046,0.5496780818364021,0.5496780818364021,0.5511727408432608,0.552829490345612,0.5595228719447243,1.0,1.0018918445464413,0.9978090752196158,0.9664910871443804,0.9824058458510682,0.9415830633568569
36,0.6420925033977647,0.6107528781859592,0.6359027567089,0.6359027567089,0.6359610695405942,0.6418012783237111,0.6432224067627479,0.6434422683392413,0.6453723839548853,0.6460088057043257,0.6043865900920311,0.6025426931008121,0.6017542078520279,0.6018210241990543,0.6001438594800862,0.5566062070931082,0.5608284775222642,0.5567985768068123,0.5562243986088246,0.5570478633122196,0.5887182882639284,0.5815940277697151,0.5848286875729982,0.5836646728854981,0.5830600741611548,0.5916933856892642,0.5918812544135069,0.5936877472590751,0.5968103918072689,0.5942422268369804,0.5497563390285563,0.5497563390285563,0.5511306768573823,0.5528487710601638,0.5594737708765642,1.0,1.0019094899748568,0.9978369909483593,0.9664862969573705,0.9823042940128656,0.941581370168227
37,0.6420515599648915,0.6107535901724879,0.6358690806676198,0.6358690806676198,0.6358835249843432,0.6417704809892535,0.6432136998975017,0.6435052697384875,0.6453368387342315,0.645927549833147,0.6042877946309778,0.602535905224115,0.6016993048751557,0.6017615333130252,0.60011583371269,0.5565922899901078,0.5607327038443808,0.5568005795638514,0.5561724716758621,0.5570778317976458,0.5887218390525554,0.5816336873239496,0.5848294065803717,0.5835936949522358,0.5830892303014173,0.5916739788958117,0.5919935844080287,0.5936659218853888,0.5967059225359653,0.5942539187027585,0.5498352175402927,0.5498352175402927,0.5510909971467285,0.5528702767090963,0.5594252837397427,1.0,1.0019276476855803,0.9978650621692318,0.9664829952415395,0.9822278046486371,0.9415829894078863
38,0.6420116067683677,0.6107545258279785,0.6358374094542248,0.6358374094542248,0.6358044523356803,0.6417426920614508,0.6432078300501026,0.6435679135609538,0.6453041954276073,0.6458671889800061,0.6041925900972391,0.60253100616925,0.6016426662938367,0.6017043096944538,0.6000900277358238,0.5565792043596133,0.5606378611314765,0.5567782920965563,0.5561231918317826,0.5571088587529822,0.5887279510743579,0.5816749677465595,0.5848238043169987,0.5835464440711383,0.5831195830750807,0.5916560244771296,0.5921072859107329,0.5936445818672458,0.5966029916782231,0.5942677261837171,0.5499146500089102,0.5499146500089102,0.5510536876622723,0.5528939400136793,0.5593229879675327,1.0,1.0019462834990853,0.9978932699458243,0.9664811485796754,0.9821582040120179,0.9415878541114496
39,0.6419726620971762,0.6107514992983621,0.635807731176333,0.635807731176333,0.6357283232997865,0.6417178692353702,0.6432382440446665,0.6436301609575621,0.6452744268500262,0.6458097922964836,0.6041009805407329,0.6025112001882539,0.601588753046786,0.6016493573193329,0.6000664151591666,0.5565669473046175,0.560544018599956,0.5567836621843902,0.5560765373586664,0.5571241454193142,0.5887365715948357,0.5817178011536179,0.5848207837557282,0.5834796127488185,0.5831510911259523,0.5916227534455578,0.5922222376314064,0.5936237425672591,0.5965016488260171,0.5942500768314429,0.5499945690572817,0.5499945690572817,0.5510187343569012,0.5529196936855976,0.55927952334636,1.0,1.0019653632302437,0.9979215953372185,0.9664849130219151,0.9820910357466713,0.9416000867777508
40,0.6419389338507709,0.6107489864853255,0.6357800339428065,0.6357800339428065,0.6356551336735282,0.6416959702033169,0.6432355778155139,0.6436919730694415,0.6452852122602878,0.6457553325930517,0.6040129700197723,0.6024943385503203,0.6015417397662037,0.601596680168918,0.6000617280110523,0.5565555159288864,0.5604512454824517,0.5567898115854645,0.5560450553547883,0.5571415400516205,0.5887644062924092,0.581762119649666,0.5848286752452683,0.5834449090808084,0.5831837130904564,0.591592043834931,0.5923676454903535,0.5936034193517156,0.5964019435857637,0.5942366922321834,0.5500749072937249,0.5500749072937249,0.5509861231849662,0.552947470426515,0.5592367399646493,1.0,1.0019848526882245,0.9979500193979541,0.9664897828591982,0.9820221298138772,0.9416151481419447
41,0.6419059679016329,0.6107469872338421,0.6357543058633698,0.6357543058633698,0.6355848792592105,0.6416769526542617,0.6432690899152821,0.6437533110279934,0.64529627262512,0.6457037826812573,0.603928562600383,0.6025264554196513,0.6014971390543091,0.6015462822292967,0.6000412912334202,0.5565449073367995,0.5603596110276498,0.5567967183964677,0.5560153068223467,0.5571777456244765,0.5887935127089069,0.5818078553274053,0.5848636234972006,0.5833816984845227,0.583217407597406,0.5915638694506056,0.5925162708962392,0.5935836275904834,0.5963039255780289,0.5942274855070486,0.5501555973118932,0.5501555973118932,0.5509558401018287,0.5529772029276652,0.5591946766595639,1.0,1.0020047176764013,0.9979785231780026,0.9664957284354148,0.9819559782150179,0.9416790621152206
42,0.641868407633477,0.6107403835399846,0.6357252078327169,0.6357252078327169,0.6355122304331964,0.6416721567150656,0.6433268690070716,0.6438087410015042,0.645302207241647,0.6456664643436627,0.6038427023073893,0.6025532503072698,0.6014834184195977,0.601509886482344,0.6000179558066961,0.5565304550495588,0.56026448962619,0.5567996948709848,0.5559826223711456,0.5572101465865636,0.5888189190258345,0.5818500645118915,0.5848938504981147,0.5833164279056976,0.5832472458042446,0.5915500065494428,0.5926543901582386,0.5935300799162063,0.5962026484106944,0.5942173903762815,0.5502319608868398,0.5502319608868398,0.5509232544666965,0.5530041898350343,0.5591486867526969,1.0,1.0020165273486794,0.9979987247473163,0.9664946211111816,0.981888558655208,0.9417346756977973
43,0.6418320175059361,0.6107053091050304,0.6356984152289524,0.6356984152289524,0.6354428690589499,0.6416693892876416,0.6433833212184913,0.6438639823521789,0.6453087952728809,0.645631235870022,0.603760796177821,0.602580101397208,0.6014701656978747,0.6014749873954228,0.6000138228456471,0.5565171347909751,0.5601709638782703,0.5568036998455278,0.5559519656033954,0.5572436859693902,0.58884585437112,0.5818938834594298,0.5849245691769729,0.5832836465289266,0.5832784032154718,0.5915378299435977,0.5927958740478144,0.5934794109036328,0.5961034966250268,0.5942283953163201,0.550308851397767,0.550308851397767,0.5508974709038672,0.55303331020531,0.5591038116483003,1.0,1.002045970512451,0.9980237222738904,0.9665118366769525,0.981832578568596,0.9417903904687739
44,0.6417968146750456,0.6106730690404033,0.6356739112669262,0.6356739112669262,0.6353767859633257,0.6416686182446943,0.6434384294265902,0.6439189914236647,0.6453160386111448,0.6455980801822814,0.6037205538865278,0.6026111827477617,0.6014573953038445,0.6014415994238809,0.6000109699596089,0.5565049394185776,0.5600790986560231,0.5568087071886791,0.5559233218292049,0.5572950788500961,0.588874276632187,0.5819350498314457,0.5849641365407195,0.5832520404675136,0.583310834057849,0.5915273240005661,0.5929361505029088,0.5934609351876582,0.5960065151661454,0.5942886079085382,0.5503861973611501,0.5503861973611501,0.5508739982577572,0.5530644925244822,0.5590600858864782,1.0,1.0020751140212751,0.9980490164420676,0.9665294467625375,0.9818000544825523,0.9418461776692154
45,0.6417628163058795,0.6106436320618869,0.635668439757003,0.635668439757003,0.6353139719893204,0.6416865720495321,0.6434921764967853,0.643973724548796,0.6453239391501747,0.6455669802105778,0.6036817182055686,0.6026420054214785,0.601445121656446,0.6014097370326367,0.6000093812775367,0.5564938617939297,0.5599889588527387,0.5568146907690027,0.5558966763664427,0.5573463883352665,0.5889041436938711,0.581982154420533,0.5850035836092565,0.5832216322485776,0.5833444925541156,0.5915184730925364,0.5930751240627972,0.5934433264753026,0.595911749000488,0.5943487493458502,0.5504639272796626,0.5504639272796626,0.5508528220101568,0.5530976652745507,0.5590175440188593,1.0,1.002103931239059,0.9980745845614343,0.966547429511904,0.981768641240897,0.9419020085316727
46,0.6417300395723188,0.6106169668933957,0.6356640916963868,0.6356640916963868,0.6352753692644393,0.6417053263473965,0.6435445452831353,0.6440281380494464,0.6453408792926664,0.6455379188926064,0.6036443225316953,0.602672557210463,0.6014333591787933,0.6013794146958482,0.6000216116922025,0.556483894782297,0.5599006093827352,0.5568216244546531,0.5558929658094132,0.5574143454774243,0.588935413437825,0.5820474090877349,0.5850345143582827,0.5831924444081753,0.5833793329224322,0.5915112615958734,0.5932126992387183,0.5934265956226263,0.5958192431154493,0.5944087848938873,0.5505419696417156,0.5505419696417156,0.5508339276503084,0.5531327569326387,0.5589762206084545,1.0,1.0021323955230534,0.9981004039373934,0.966565763066013,0.9817383773718203,0.9419578542800245
47,0.6416943112942207,0.6105930422660937,0.635660865456518,0.635660865456518,0.635255364266576,0.6417248641528707,0.6435661860905161,0.644082188236409,0.6453579145966855,0.6455108791730007,0.6036167809981281,0.6026986355390066,0.6014221222981083,0.6013338854462248,0.6000551776425873,0.5564750312523199,0.5598141151811927,0.5568294821130004,0.5558898096447,0.5574810276288784,0.5889680437419463,0.5821296102870558,0.5850742403282602,0.5831644994910852,0.5834153093758513,0.5915056738906093,0.5933487805137897,0.5934107534909684,0.5957290425189963,0.5944686798080895,0.5506370143713845,0.5506370143713845,0.5508173006742332,0.5531990285082533,0.5589361502294986,1.0,1.0021604802238224,0.9981264518709938,0.9666011870129716,0.9817093014137726,0.9420136861293366
48,0.6416601219442231,0.6105718269175222,0.635658759411898,0.635658759411898,0.6352360736697859,0.6417451684787263,0.6435632518864733,0.6441358314092929,0.645400197363296,0.6454858440027169,0.6035817995142538,0.6027288919436362,0.6014114254456449,0.6013078187947942,0.6000877082031424,0.5564672640756859,0.5597295412039498,0.5568382376102661,0.5558662597606183,0.5575464199415503,0.589001992479826,0.582210807693766,0.5851137918603083,0.5831378200505754,0.583452376121807,0.5915184562518306,0.5935000342348644,0.5933958109467563,0.5956411922392567,0.5945325898065581,0.5507310967997944,0.5507310967997944,0.5508029265840622,0.5532650954930767,0.5588973674672717,1.0,1.0021881586852197,0.9981527056587622,0.9666357863596184,0.981681451915319,0.9420736657587075
49,0.6416274849385528,0.6105532895907516,0.6356577719397862,0.6356577719397862,0.6352175224151672,0.6417662223356482,0.6435625393951466,0.6441890238564487,0.6454157531652728,0.6454627963384311,0.6035483658686098,0.6027588370215201,0.6013845207170052,0.601283320524064,0.6000982648451846,0.5564605861268103,0.55964695242727,0.5568478648111747,0.5558446873961399,0.5576105075557378,0.5890372175202199,0.5822909592283346,0.5851531534196225,0.5831124286481657,0.5834611532673293,0.5915316994784269,0.5936317089021881,0.5933859694462166,0.5955515467391859,0.5945918161423648,0.5508241605004993,0.5508241605004993,0.5507907908873779,0.5533309128227113,0.558859906917904,1.0,1.0022154042443883,0.9981791425925557,0.9666695543670749,0.9816548674349779,0.9421291003835677
50,0.6415964137018327,0.6105373990335469,0.635657901419897,0.635657901419897,0.635199735450105,0.6418047715250104,0.6435639822619897,0.6442417218549151,0.645423073841333,0.6454417191419454,0.6035248948979357,0.6027884585440981,0.6013593166051311,0.6012436423490037,0.6001092295277536,0.5564549902825193,0.5595664138475722,0.5568583375786197,0.5558250778981577,0.5576732756004028,0.5890736767265451,0.582370022795882,0.5851923094651346,0.583088347853375,0.5835022444893007,0.5915286402936477,0.5937616180966315,0.5933767663519038,0.5954646245993802,0.5946508013352608,0.5509161490288698,0.5509161490288698,0.5507808790965633,0.5533964354204135,0.5588238031881625,1.0,1.0022421902317686,0.9982057399594235,0.9667024842902835,0.9816086330497373,0.9421844384873768
51,0.641566921666713,0.6105241239975465,0.6356591462340948,0.6356591462340948,0.635182737728158,0.6418261412730256,0.6435675141296844,0.6442938816703868,0.645431116116447,0.645443549444299,0.6035024727888711,0.6028135534647239,0.6013358124266047,0.6012066933126836,0.600120597730929,0.5564504694217336,0.5594879904811245,0.5568696297733414,0.5558074166181866,0.5577347091934638,0.5891113279563932,0.5824437654733704,0.5852312444495078,0.5830656002434537,0.583544262081017,0.5915271727409843,0.593889666188739,0.5933682163258962,0.5953804671241943,0.5947137014117851,0.5509902426704069,0.5509902426704069,0.550773176728155,0.5534616181970041,0.5587890908952156,1.0,1.0022684899711198,0.9982324750414769,0.9667178061264385,0.9815651554971362,0.942239651248772
52,0.6415390222734998,0.6105469606680957,0.6356615047660942,0.6356615047660942,0.6351665542089362,0.6418314609997068,0.64357306863736,0.6443454595572093,0.6454398818891808,0.6454459014556475,0.603481140564086,0.6028385832966247,0.6013140075037255,0.601172472813016,0.6001197921473842,0.5564470164251618,0.5594117473637069,0.5568817152536207,0.5557916889117972,0.5577947934421021,0.5891501290610711,0.5825208098164997,0.5852699428191435,0.5830442084031092,0.583587160223144,0.5915398539976485,0.5940157575214237,0.5933603340340408,0.5952991156367818,0.5947718168941126,0.5510810436678044,0.5510810436678044,0.5507676693022093,0.5535264160508054,0.5587558046663855,1.0,1.002294276779561,0.9982593251157795,0.9667334081268301,0.9815244544589342,0.9422947098371389
53,0.6415127289697736,0.6105365584466542,0.6357026948134953,0.6357026948134953,0.6351512098579618,0.641872137565787,0.6435805794198458,0.6443964117583937,0.6454577551502896,0.6454571591444999,0.6034525571633352,0.6028635320153173,0.6012939011640545,0.6011409802563329,0.6001202298761187,0.556444624174991,0.5593377495502375,0.556894567874984,0.5557778801380557,0.5578535134430699,0.5891900378851613,0.5825966360309631,0.5853083890141921,0.5830241949242165,0.5836350841341196,0.5915700110178133,0.5941397964101846,0.5933531341458214,0.5952206114784804,0.5948295906289457,0.5511538207221413,0.5511538207221413,0.5507643423416723,0.5535907838675979,0.5587323612305067,1.0,1.0023195239676215,0.99828626745424,0.9667492684065043,0.9814865496283157,0.9423495854125572
