Pixel,card01_MeanSmoothedNormalizedIntensity,card02_MeanSmoothedNormalizedIntensity,card03_MeanSmoothedNormalizedIntensity,card04_MeanSmoothedNormalizedIntensity,card06_MeanSmoothedNormalizedIntensity,card07_MeanSmoothedNormalizedIntensity,card08_MeanSmoothedNormalizedIntensity
159,0.8020949703909018,0.8214232480648669,0.799588992195825,0.7875233992363548,0.7955582728103839,0.7977259852810598,0.7793001408952882
160,0.8020670596855067,0.8214279172829351,0.7996035182917065,0.7875391442914103,0.7955776213765265,0.7977448302015063,0.7793282412625946
161,0.8020350222932773,0.8214257536833058,0.7996134385753193,0.7875508280185006,0.7955864942461738,0.7977514666830663,0.7793593918054359
162,0.802013056970333,0.8214203792855399,0.7996178291179504,0.7875609508498639,0.795597575467354,0.7977561704084175,0.7793752539237957
163,0.8019947118823045,0.821407352097679,0.7996185264251545,0.7875694837930756,0.7956014285116237,0.7977638057226925,0.7793893484470554
164,0.8019662391076121,0.8213848191035374,0.799606282765094,0.7875752132056364,0.7956090668783597,0.7977580171456058,0.7794041674323057
165,0.801925124489918,0.8213618725580254,0.799592444629371,0.7875806405575354,0.7956101941197218,0.7977621024802554,0.7794159519065386
166,0.8018785296214375,0.821345186522894,0.7995761324671031,0.7875758614430078,0.7956148654123171,0.797760257081815,0.779402995279306
167,0.8018507936101205,0.8213249830969763,0.7995650835795651,0.7875644599526138,0.7956184097774981,0.7977515603651484,0.7793942419305846
168,0.8018276279816247,0.8213035479080368,0.7995719421824514,0.787553914118148,0.7956230814019495,0.7977564698286339,0.7793826089925879
169,0.8018168959262966,0.8212818947382561,0.7996029760299457,0.7875466242362741,0.7956363213492155,0.7977604710055762,0.7793982567388872
170,0.8018119273412415,0.821272593098114,0.799636642377974,0.7875439978169799,0.7956641559771567,0.7977590568183066,0.7794143929685695
171,0.8017976581714497,0.8212735659370252,0.7996684990613921,0.7875428625646723,0.795681196146644,0.7977618296149448,0.7794215044612123
172,0.8017987662610235,0.8212837535284512,0.7997033214256482,0.7875498313905142,0.7957219682460314,0.7977750889272448,0.779448117644148
173,0.8018117340422883,0.8212935560940584,0.7997366559481827,0.7875663889838479,0.7957645034244679,0.7977899129813022,0.7794777621374127
174,0.8018427521618037,0.821300996832371,0.7997754917446501,0.7875827353105288,0.7958075448592183,0.7978108872200707,0.7795207636779347
175,0.8018888320134886,0.8213064705962877,0.7998085764926925,0.7876081823155546,0.7958582637628415,0.7978417592136986,0.7795741812962774
176,0.8019315692609595,0.821304791825991,0.7998428838489738,0.7876390874684909,0.7959063533187646,0.797865196146273,0.7796272831782154
177,0.8019757911976573,0.8213054626343362,0.7998785797648995,0.7876674894451191,0.7959549524682472,0.7978982273626825,0.7796826046347948
178,0.8020126090708303,0.8213092928828262,0.7999206948666131,0.7876959138609938,0.7960096171653834,0.797926897442231,0.779743647508364
179,0.8020515527347672,0.8212994865151597,0.7999591341889598,0.787714889593577,0.7960607622352939,0.7979655262024286,0.7797953829234183
180,0.8020929297921926,0.8212938060500076,0.7999926406981992,0.7877455936957405,0.796109269812694,0.7979991361702453,0.7798493787531505
181,0.8021567056365339,0.8213118802933647,0.8000232431210218,0.7877794155382214,0.7961587152325516,0.7980309424604629,0.7799035930595912
182,0.8022130637104221,0.8213384559014998,0.8000675133703737,0.7878203692762934,0.796205757594983,0.7980676726797361,0.7799529645924235
183,0.8022669947825793,0.8213670057413186,0.8001122091143287,0.7878690655866477,0.7962614584603825,0.7981057965384549,0.7800132164456325
184,0.8023240933113532,0.821401008993224,0.8001442880463007,0.7879220406877047,0.7963268764018308,0.7981354246365668,0.7800741317694324
185,0.802378574893815,0.8214475287655952,0.8001861066628987,0.7879845324352698,0.7963983196300208,0.798179559919548,0.7801297219623219
186,0.8024348337226117,0.8214983861362188,0.8002341536292817,0.7880443985760361,0.7964819800462889,0.7982318003058863,0.7802143881063975
187,0.8024928851112264,0.8215666410924871,0.8002914865705668,0.7880936139166608,0.7965582099504589,0.7982870179130477,0.780298814396154
188,0.8025438167317811,0.8216420767674981,0.8003557191667345,0.7881425684565344,0.7966378830411742,0.7983432210301116,0.7803830276281701
189,0.8025972621445332,0.8217126808783851,0.8004216039673174,0.7882036031290329,0.7967172743604749,0.7984004382590443,0.7804773593541716
190,0.8026533413193947,0.8217738740407958,0.8004928965013013,0.7882609444455964,0.7967922796513225,0.798473095961497,0.7805579426517703
191,0.802709844196545,0.8218365496373691,0.8005559740717327,0.7883156969353348,0.7968581173182862,0.7985348300978286,0.7806292459457211
192,0.8027720656979515,0.8218926421948074,0.8006051216653878,0.7883651725158288,0.7969192165894569,0.798597166637449,0.7806966709020525
193,0.8028267373206154,0.8219410765839485,0.8006410616629769,0.7884153835954539,0.7969716134811686,0.7986660496546458,0.7807547710655092
194,0.802875577062007,0.8219781682803058,0.8006768943051693,0.7884580353943769,0.7970006460586238,0.7987242581744008,0.7808076806768025
195,0.8029257194736499,0.8220047379185088,0.8006994234553959,0.7884981096389727,0.7970314450247246,0.7987619570288885,0.780862815414662
196,0.8029661481538861,0.8220394667178876,0.800721023714968,0.7885449996976996,0.797065110524431,0.7987982966806346,0.7809178000322138
197,0.8029999415931723,0.8220718690284479,0.8007381805491403,0.7885738718465424,0.7971082637995597,0.7988345462504534,0.7809739730237277
198,0.8030377224067372,0.8221057391765857,0.8007341067760253,0.7886100769857733,0.7971473516356665,0.7988719208058395,0.7810136660098906
199,0.8030823599828555,0.8221384041578194,0.8007243204706066,0.7886357951624181,0.7971812504392989,0.7988962097196615,0.7810415913072517
200,0.8031250775709575,0.8221822540153646,0.8007264106017452,0.7886568357340167,0.7972143876396799,0.7989271587844047,0.7810597286641887
201,0.8031703744712125,0.8222102806071433,0.8007282340404569,0.7886795017895966,0.7972425006102173,0.7989459523824463,0.7810806858011021
202,0.8032182267275655,0.8222309963930631,0.8007267795169494,0.7886848260241482,0.7972736751488704,0.7989616120901979,0.7811145392759528
203,0.8032592529423805,0.8222603110981346,0.8007360824314083,0.7886977436050293,0.7973147911080647,0.7989899644876233,0.7811488234916746
204,0.8032933094084221,0.8222812612710874,0.8007504003040807,0.7887048646391424,0.7973584062299975,0.7990107352253326,0.7811893916427375
205,0.8033238570102172,0.8222906687178468,0.8007569991010659,0.7887362221858533,0.7974124438475134,0.7990401227812802,0.7812340290168305
206,0.8033799464052814,0.8223264343748061,0.8007749792335023,0.7887702085226767,0.7974695709459361,0.7990547177942806,0.7812827598705127
207,0.8034473270434864,0.8223138514209847,0.8008074417256953,0.7888043496484671,0.7975234196202042,0.7990789684147304,0.781341508716942
208,0.8035084818142512,0.822315902124763,0.8008404016817581,0.7888309440707891,0.7975935623209273,0.7991102202232593,0.7813978613616523
209,0.8035628092713892,0.8223114573960559,0.8008768457157146,0.7888582480177435,0.7976658503191495,0.7991432698185194,0.7814512627890847
210,0.8036176164054372,0.8223165386253954,0.8009022717054524,0.788892134009834,0.7977266850701089,0.7991654574124508,0.78150291280815
211,0.8036660506526145,0.8223221211276946,0.8009159110936256,0.7889281450291982,0.7977751858180309,0.7991851605835951,0.7815456249632589
212,0.8037086657295184,0.8223301376728551,0.8009385603195618,0.7889581799930642,0.7978217252585786,0.7991982521318242,0.7815886647102549
213,0.8037517475381957,0.8223375979574655,0.8009603880304198,0.7889844103923609,0.7978693435882597,0.7992208188591332,0.7816349346114689
214,0.8038010609116851,0.8223396665018697,0.8009809060433593,0.7890091702723863,0.7979089954145261,0.7992366212144865,0.78167399822611
215,0.8038396803744282,0.822342848030169,0.8009959192898229,0.7890382523272594,0.7979371058466669,0.7992427345386679,0.7817087337883437
216,0.8038781051016395,0.8223398709901992,0.8010052363276949,0.7890571554664463,0.797975642619369,0.7992396991934354,0.781730355935086
217,0.803899935174481,0.8223272556154007,0.8010089878633038,0.7890605345709556,0.7980015747158415,0.7992391146968206,0.7817424618060075
218,0.8039125498939794,0.8223291149288878,0.8010106280203635,0.7890719906529743,0.7980245888443127,0.7992353208060288,0.7817374794887945
219,0.8039050644226172,0.8223284335286831,0.8010089328439841,0.7890729131965227,0.7980440560341793,0.7992424103912193,0.7817299268144005
220,0.8039117292577312,0.8223305946663133,0.8009955765284238,0.7890757626150571,0.7980508246737725,0.7992372062759425,0.7817421195605674
221,0.8039152584218616,0.8223363245067791,0.8009874790546959,0.789078501498542,0.7980569861551363,0.7992184913012784,0.7817605257000454
222,0.8039116538142663,0.8223405334535958,0.8009896594001109,0.789087608647675,0.7980602189944472,0.7992168271080834,0.7817657800761928
223,0.8039361791884495,0.8223420541983707,0.8009822782777999,0.7891011754174314,0.7980536684182438,0.799212122217046,0.7817678106700032
224,0.8039224289153925,0.8223290916311626,0.8009726438534541,0.7891087799552438,0.7980469706548984,0.7992098266758876,0.7817792203301237
225,0.8039261310653545,0.8223167059539029,0.8009464000019889,0.7891145827427258,0.7980402321327615,0.7991998436760673,0.7817673939375084
226,0.8039388352112035,0.8223002289660023,0.8009268475448561,0.7891198968034951,0.7980290515579976,0.799178532345272,0.7817472400819429
227,0.8039520371331694,0.822289766468268,0.8009045292242837,0.7891210622569682,0.7980090430747759,0.7991560019873376,0.7817361647959469
228,0.8039805053387505,0.8222741862963835,0.8008761344504489,0.7891241283215126,0.7979749031910773,0.7991322178322162,0.7817227552743622
229,0.8039835479035927,0.8222526056842387,0.800850844219673,0.7891146983607331,0.7979424110048672,0.7991071451098603,0.7817085379592508
230,0.8039929118444187,0.8222205788567362,0.8008216802750973,0.7890947360334183,0.7979069317352303,0.7990728719082764,0.781698194161476
231,0.8039922168520114,0.8221845825665366,0.8008032969425279,0.7890791023045526,0.7978754100377183,0.7990486115231039,0.78168725797705
232,0.8039898736681124,0.8221599667294168,0.8007693103481094,0.7890661837522914,0.7978592272018727,0.7990230884144579,0.7816810617076467
233,0.8039960967336703,0.8221391394546469,0.800735131901698,0.7890567059317201,0.7978428069368769,0.7989974465365913,0.7816892916844237
