Pixel,card01_MeanReferenceCorrectedRatio,card02_MeanReferenceCorrectedRatio,card03_MeanReferenceCorrectedRatio,card04_MeanReferenceCorrectedRatio,card06_MeanReferenceCorrectedRatio,card07_MeanReferenceCorrectedRatio,card08_MeanReferenceCorrectedRatio
46,0.6317901118245854,0.6440313615730502,0.6018302530618005,0.5573026879813046,0.58451782284289,0.5936757168933109,0.5528053688949666
47,0.6317728897479853,0.6440484064498964,0.601825320384811,0.5572978931640182,0.5845503406448397,0.5936925860444906,0.5528453016309508
48,0.6317571082710655,0.6440660586281011,0.6018235287802943,0.5572895445184141,0.5845833576412565,0.5937176166958533,0.5528855166287998
49,0.6317427681648088,0.6440792670181894,0.6018146617952767,0.5572821196634266,0.5846109824167344,0.5937385481416764,0.5529259863257983
50,0.6317298702050558,0.6440950537250387,0.6018051083847845,0.5572756190414544,0.5846453202660474,0.5937564901353648,0.5529666831525757
51,0.6317184151721215,0.6441124405267685,0.6017958259447624,0.5572700430975701,0.5846792400407483,0.5937758447583198,0.5530008742322376
52,0.6317151093365438,0.6441271545078209,0.6017851992649673,0.5572653922792778,0.5847144500645935,0.5937973756168015,0.5530423954710019
53,0.6317211773802761,0.6441528086077632,0.6017742400950318,0.5572616670362677,0.5847508683977305,0.593822628736249,0.5530790257768119
54,0.6317310310809184,0.6441895345634425,0.6017697690088659,0.5572597060529293,0.5847875756167569,0.593846332700877,0.5531161063481136
55,0.6317226638999488,0.6442080776443282,0.6017664171312082,0.5572577767018911,0.5848245478474722,0.5938761322219669,0.5531519285312188
56,0.6317090737041253,0.6442615903758002,0.6017599976676553,0.5572576133235216,0.5848693057334329,0.5939032342648668,0.5531882498769203
57,0.631704126725815,0.6443058134762814,0.6017566662097937,0.5572641896307982,0.5849196396484005,0.5939303144914166,0.553226713327631
58,0.6317073651504199,0.6443555139715006,0.6017571487764881,0.557271242536374,0.5849692682006365,0.5939607149829019,0.5532722020387315
59,0.6317124687294164,0.6444018552397093,0.6017671464658225,0.5572787785434424,0.5850274014633448,0.5940025817399477,0.5533250696113007
60,0.6317244180018948,0.6444466327125667,0.6017860981499907,0.5572918344187807,0.5850917285502755,0.5940450539781563,0.5533847807450438
61,0.6317393378863809,0.644488825503583,0.6018058970580377,0.5573060641772468,0.585150061397792,0.5940905608777611,0.5534409412752925
62,0.6317551372356228,0.6445272945560219,0.6018172687881271,0.5573150605642584,0.5852044822054034,0.594119586891276,0.5534932460700583
63,0.6317722004232595,0.6445644299524942,0.6018342387388946,0.5573245274459387,0.5852608294333906,0.5941523626905119,0.5535479887119503
64,0.6317930016049513,0.6446019098046691,0.6018548032770518,0.5573353104133261,0.5853171974548572,0.5941911147431137,0.5536082795423333
65,0.6318223612407448,0.6446438143495197,0.6018753996499916,0.5573565829183423,0.5853709584245944,0.5942328728485416,0.5536669441915054
66,0.6318547017417624,0.6446838808334105,0.601896048376029,0.5573784505002072,0.5854288788487944,0.5942689734591282,0.5537281671143817
67,0.6318913667924826,0.6447177374515165,0.6019142465220927,0.5573935059407858,0.585475532248126,0.5943014083490343,0.5537901741809803
68,0.631927158148064,0.6447500675927648,0.6019327083152674,0.5574137679167368,0.5855207060690132,0.5943261332615525,0.5538492302303195
69,0.6319545637088768,0.6447800368490701,0.6019573214751268,0.5574271696702693,0.5855643987853887,0.5943536649285753,0.5538944898382996
70,0.6319816739599989,0.6448085444179641,0.6019784843240489,0.5574400501397834,0.5856049318300859,0.5943846111594749,0.5539384823859669
71,0.632007812085232,0.6448299118667332,0.6019922625892665,0.5574489437985162,0.5856465493179178,0.5944060863283769,0.5539835174937416
72,0.6320084670130508,0.6448558898401966,0.6020025232205943,0.5574519965434862,0.5856841716336466,0.5944187076495453,0.5540247800840274
73,0.6320324665458922,0.6448720251896095,0.6020129260597896,0.5574536692225442,0.5857187418497958,0.594428042406349,0.5540563529271062
74,0.6320414453078952,0.6448788872608974,0.6020235376012704,0.5574558085604645,0.585750370055011,0.5944376587179045,0.5540938834688278
75,0.6320515407059675,0.6448845851685008,0.6020352621814935,0.5574593072301918,0.5857791648033083,0.5944550882917848,0.5541301893804029
76,0.6320552152335275,0.6448883249623953,0.6020481081766338,0.5574650005630375,0.5858069103498365,0.5944722584397565,0.5541585471028727
77,0.632065267125177,0.6449043785020828,0.6020721823588733,0.5574813405187375,0.5858434251648208,0.5944991316829166,0.5541912060529276
78,0.6320892297854437,0.6449193943592333,0.6020967136600196,0.5574983432946367,0.5858765356092432,0.5945250553562473,0.5542226999152311
79,0.6321069717002026,0.6449400792365985,0.6021217195367776,0.5575160148064592,0.5859080332023011,0.5945500294824717,0.5542530124110562
80,0.6321323842786223,0.6449592675154852,0.6021463786953554,0.5575343609670746,0.5859379173818415,0.5945665053422087,0.5542754172659631
81,0.632158317448674,0.6449752846293795,0.6021716039485273,0.5575550652485995,0.5859619936803954,0.5945825411898428,0.554297061068526
82,0.6321814347817623,0.6449957960553105,0.6021965731820339,0.5575771815817319,0.5859847385089232,0.594598130269308,0.5543112110038387
83,0.6321957044219714,0.6450097747218329,0.6022146210583031,0.557591967111337,0.5859987741184718,0.5946057840995158,0.554318033392256
84,0.6322131020495412,0.6450164369984112,0.6022355296756241,0.5576078146214296,0.5860136446796013,0.5946134824491297,0.5543350115474797
85,0.6322451305821737,0.6450252205686974,0.6022558299750717,0.5576290973148407,0.5860250903160391,0.5946187178026053,0.55435239529657
86,0.6322776145487522,0.6450327421945714,0.602275655786749,0.5576511488216641,0.5860357255437562,0.5946241391042382,0.5543623479616097
87,0.6322946353535194,0.6450331296725856,0.6022968073169717,0.5576722963817532,0.5860446998808448,0.5946297306411982,0.5543720092638385
88,0.6323073567204262,0.64503432989606,0.6023192921831402,0.5576943361610034,0.5860512194498414,0.5946354766987323,0.5543813485621522
89,0.6323220539323764,0.6450337076115304,0.6023422790562588,0.5577214664277801,0.5860579020054637,0.5946413615600241,0.5544054362416474
90,0.6323387279449696,0.6450304768383521,0.6023641542509941,0.5577383061941713,0.5860629991270788,0.594650725367792,0.5544130195710973
91,0.6323713466541186,0.6450372479319458,0.6024010755163167,0.5577708989086937,0.5860772275215498,0.5946699483239338,0.5544462857340889
92,0.6324050020870401,0.6450424607806509,0.6024336412925724,0.5578047171480331,0.5860959487331376,0.5946875271542921,0.5544622581716123
93,0.6324539718251642,0.6450461191431576,0.6024689203159996,0.5578405537468971,0.5861086927130457,0.594707709985478,0.5544829249035791
94,0.63249465156211,0.6450482267871391,0.602505133314257,0.5578791457118164,0.5861207772110936,0.5947294267741002,0.5544961215259125
95,0.6325360248889764,0.6450487874896897,0.6025448112803908,0.55791446196308,0.5861296246621102,0.5947550235463701,0.5545106199443857
96,0.632583145477071,0.6450394134931013,0.602586119680691,0.5579501004339124,0.5861370237746464,0.5947858396749531,0.554522872852148
97,0.6326390490993115,0.645029066585004,0.6026323744895565,0.5579902688950421,0.5861471661432465,0.5948180707523321,0.5545371141866642
98,0.6326805596819456,0.6450194294006157,0.602656570665062,0.5580185325245081,0.5861499831011113,0.5948223440233241,0.5545435998101954
99,0.6327125365988822,0.6450096400922364,0.602676090037136,0.5580366220369138,0.5861589629297644,0.5948178338141848,0.554526872957898
100,0.6327392777117115,0.6450009627276005,0.6026945632687986,0.5580571172519891,0.5861632357189385,0.5948148700172246,0.5545363835776753
101,0.6327609828148472,0.6449985254130144,0.6027004209913922,0.5580712418974999,0.5861618062022372,0.594813596100565,0.5545433988558569
102,0.632778755532312,0.6449916684902514,0.6027010725880695,0.5580741875772975,0.5861556773940799,0.594804502348814,0.5545377887784799
103,0.6327679975648831,0.6449870692404491,0.6027043948878394,0.5580714908550659,0.5861386153717774,0.5947956402246247,0.5545349166452926
104,0.6327668363744448,0.6449676682826249,0.6027017569356279,0.5580682203757148,0.5861175396899838,0.5947846807899766,0.5545255952660535
105,0.6327745040478465,0.6449503703130485,0.6027026187448296,0.5580682688540025,0.5860887221958714,0.594774572814436,0.5544996356028514
106,0.6327591754842656,0.6449316927942814,0.602709613952747,0.5580655811189112,0.5860507501299622,0.5947711846832624,0.5544576553069925
107,0.6327434648790086,0.6449032406332208,0.6027066159468429,0.5580612003723048,0.5860126631709234,0.594762498198782,0.5544233630704449
108,0.6327215760763669,0.6448734686231123,0.6026942755485025,0.5580596599703231,0.585982208942199,0.5947554057823552,0.5543847516495835
109,0.6327027846598899,0.644830337199912,0.602676363177383,0.5580532240851568,0.5859464182662418,0.594742967082805,0.5543479569107581
110,0.6326721882729095,0.6447779921796186,0.6026590703408153,0.5580316017326719,0.585888068882454,0.5947137756545459,0.5543188417189573
111,0.6326581695463176,0.644735207939555,0.6026424262622715,0.5580276675418328,0.5858346899917987,0.5946846441591476,0.5543034002937668
112,0.6326303761346648,0.6446834021189531,0.6026235156074338,0.5580151464199289,0.5857815920325411,0.5946562349121305,0.5542824534435445
113,0.6325897109622781,0.644626007241933,0.6025920101979411,0.5579933817995578,0.5857196701396716,0.5946214059641028,0.5542556155512096
114,0.6325545616976103,0.6445738960324867,0.602565429441916,0.5579643188460505,0.5856635849844625,0.5945767457774238,0.5542272403056397
115,0.6325328915930483,0.644521979060616,0.6025403621652659,0.5579343016748839,0.5856122025198752,0.5945304501922127,0.5542157156621054
116,0.6325145223881428,0.6444631407913072,0.6025185506838726,0.5579069817312956,0.5855781162451266,0.594487676828398,0.5541996642957534
117,0.6324910715298055,0.6444042131507098,0.6024982646175061,0.557885230068096,0.5855358896152824,0.5944486621308678,0.5541938378883395
118,0.6324696129034801,0.644351418270066,0.6024794531069644,0.5578685048372469,0.5854906787024963,0.5944144271774785,0.5541876067498124
119,0.6324556918805093,0.6442953478734028,0.6024553461674229,0.5578534023937849,0.5854565536076072,0.5943775972709682,0.5541749988141702
120,0.6324347373699182,0.6442508540250091,0.602437552805946,0.5578382560600084,0.5854368486085312,0.594351353548005,0.5541621966776418
121,0.6324434444694148,0.6442166631820022,0.6024319404779149,0.5578353704788551,0.5854296599867475,0.5943508278527356,0.5541629544826662
122,0.6324470745658111,0.6441856001859487,0.6024316797944976,0.5578340870159672,0.5854209200230779,0.5943474990496462,0.5541639359031822
123,0.6324375557646731,0.6441487722659642,0.602415287890982,0.5578362049259773,0.585405251170664,0.5943348918851499,0.5541620829769764
124,0.6324405135556181,0.6441182536862539,0.6024055999696597,0.557835740690423,0.5853822273300693,0.5943182445245099,0.5541711041217943
125,0.6324565037521825,0.6441056067279654,0.6024112746595993,0.5578466147804624,0.5853820493686425,0.5943025329944872,0.5541908516604989
126,0.6324663523610884,0.6440954263228618,0.6024153654419047,0.5578678315727661,0.585384895909873,0.5942985777908867,0.5542123068556263
127,0.6324684104718681,0.6440852440155398,0.6024087312588184,0.5578816265516764,0.5853845498522858,0.5942909011005354,0.5542257183492884
128,0.6324800343443259,0.644089301050615,0.6024165495868252,0.5579016720872769,0.5853961237576975,0.5942927639240206,0.5542435384597733
129,0.6324847181592892,0.6440887086798951,0.6024133163139289,0.5579177754477614,0.585403265895297,0.5942841619071622,0.554255555305861
130,0.6324785918724068,0.6440890078602409,0.6024172752015836,0.5579324412239068,0.5854045914618059,0.5942715772315428,0.55425806918447
131,0.6324739458850359,0.64409556440463,0.6024189639648635,0.5579436969765011,0.5853869139695893,0.5942622293711024,0.5542633168858349
132,0.6324737998280775,0.6441116067830759,0.6024299596190392,0.5579490757763177,0.5853744171204164,0.594264443039353,0.5542750285179808
133,0.632473458218475,0.6441317353390603,0.602441470196728,0.5579604150157768,0.5853695693362212,0.5942761033479,0.5542868878007846
134,0.6324927704413803,0.6441690275410054,0.602460307685487,0.5579785461932706,0.5853816729317207,0.5943051363312093,0.5543094582023954
135,0.632510687387429,0.6442105799251119,0.6024793447097253,0.557997475585775,0.5853959102433074,0.5943325584636701,0.5543377987043355
136,0.6325361663177708,0.6442612091405684,0.6025168187814194,0.5580240681417806,0.5854115583120707,0.5943529711719029,0.5543660679814497
137,0.6325761449640372,0.6443108810354884,0.6025544876732718,0.5580616622733875,0.5854332811493724,0.5943797641731174,0.5543960437931356
138,0.6326164883846065,0.6443655467992873,0.6025998896941539,0.5581022236330182,0.5854667835095245,0.5944188630593878,0.5544259145771692
139,0.6326538341991899,0.6444182719036993,0.6026543434213181,0.5581421519487566,0.5855044294177636,0.5944676295548853,0.554457402045017
140,0.6326881332250707,0.6444670179739825,0.60270211973521,0.5581802238934818,0.5855403878887994,0.5945086794452797,0.5544823573435107
141,0.6327401536061137,0.6445175332055431,0.6027629243798498,0.5582304907301225,0.5855869865351686,0.5945564673708243,0.5545148209676432
142,0.6328015692006692,0.6445846736482851,0.6028461624335796,0.5582851709594263,0.5856421029841797,0.594612366800167,0.5545534972128126
143,0.6328593780766217,0.6446555100814882,0.6029181302363174,0.5583432870693826,0.5856892640832552,0.5946627859582667,0.5545994672018462
144,0.6329309405436933,0.6447390179247087,0.6029959377521014,0.5584039903047422,0.5857360141668644,0.5947147161549267,0.5546408745238688
145,0.6330104852974323,0.6448204930076916,0.603072760104975,0.5584614073341444,0.585784022182016,0.5947664271930609,0.554683036497166
146,0.6330791487979374,0.6448902688823657,0.6031504025711232,0.5585218259620673,0.5858419085504075,0.5948187661148768,0.5547466221091448
147,0.6331423284215231,0.6449649081481861,0.6032134415692828,0.5585805330961553,0.5858964342560826,0.5948680914765457,0.5547976033162627
148,0.6332102501339769,0.6450379982151991,0.6032767806221963,0.5586410412682242,0.5859585124825342,0.5949148231699879,0.5548597664515553
149,0.6332684436958778,0.645104183692278,0.6033443740437591,0.558684919352134,0.5860216337305608,0.5949604936439726,0.5549180529558752
150,0.6333225349566435,0.645164323599851,0.6034004103792087,0.5587362000920941,0.5860854520176444,0.5950060013161661,0.5549734473533443
151,0.6333618955311066,0.6452146104304359,0.6034535145404847,0.558781414656225,0.5861460887356806,0.5950551451562928,0.5549978814851781
152,0.633393264657977,0.6452526209402493,0.6035080516365543,0.558823513330949,0.586209250285298,0.5950998501732888,0.5550270107708405
153,0.6334104517006784,0.6452793978234603,0.6035570062387793,0.5588611864026964,0.5862679281109692,0.5951344089144673,0.5550648339958768
154,0.6334314722958856,0.6452933972719356,0.6036077575925504,0.5588948598006247,0.5863204741118384,0.5951682292176185,0.5550927657513582
155,0.6334406596505372,0.6453099509662702,0.6036536693780032,0.5589148753485418,0.5863645687289759,0.5951941221805246,0.5551147493424933
156,0.6334442075286666,0.6453236548800803,0.6037013390269812,0.5589318103828602,0.5863974495420308,0.5952198668109034,0.5551273932760636
157,0.6334409303881612,0.6453379983085459,0.6037412478314534,0.5589506133740065,0.5864258156891791,0.5952463848469394,0.5551394370332678
158,0.6334261606963247,0.6453473324362258,0.6037753384688893,0.5589707693804885,0.5864517293793595,0.5952751936861489,0.5551655133784641
159,0.6334062756070301,0.6453595487136548,0.6038000642343393,0.5589872775783226,0.5864760676943236,0.5952918637139447,0.5551904767856989
160,0.6333902860758925,0.6453695952025751,0.603817028786198,0.5590039982563401,0.5864961173503067,0.5953117900504201,0.5552161012949047
161,0.6333708749856994,0.6453742736626513,0.6038305246726045,0.5590178411305227,0.5865084382424357,0.5953226215342498,0.5552439323943934
162,0.6333594962969434,0.64537643795097,0.6038398597591027,0.5590305832865903,0.5865224197749319,0.5953320171036575,0.5552608313104223
163,0.6333508987418524,0.6453725997782358,0.6038464236829159,0.5590422062460882,0.5865310874577998,0.5953436079777443,0.555276475776927
164,0.6333345044729942,0.6453612934734825,0.603843237245747,0.559051851241892,0.5865425546698763,0.5953451561485043,0.5552926360904006
165,0.6333134537980559,0.6453551047489168,0.6038439162974047,0.5590659924888516,0.5865541677555389,0.5953590823580198,0.5553113187657658
166,0.6332878415260945,0.6453534982345704,0.6038424010499464,0.5590725863660886,0.5865680558323281,0.595368269788411,0.5553121393051792
167,0.6333013619488608,0.6453739365158938,0.6038680757747736,0.5590959771072996,0.5866037012859238,0.5953952405612831,0.5553372726561462
168,0.6333180523628416,0.6453928986031853,0.6039068274717987,0.559119546925332,0.5866397115019539,0.5954319557332542,0.555359927526968
169,0.6333328199788977,0.645399648213624,0.6039525429970352,0.5591349902350119,0.5866710621971664,0.5954568712516035,0.5553915552036242
170,0.6333510325928996,0.645414917325185,0.6039991367599067,0.5591527099321076,0.5867121680558295,0.5954766402976055,0.5554225052523154
171,0.6333606942624848,0.6454370999306441,0.6040432695841692,0.5591704688881654,0.5867442114340394,0.5954984518484254,0.5554460535915429
172,0.6333786558795007,0.6454624826981872,0.6040858437132316,0.5591904746373233,0.5867901520541532,0.5955243607172465,0.5554799528519035
173,0.6333933633168185,0.6454746494956745,0.6041152076442488,0.5592061047052647,0.5868256258714419,0.5955395186580373,0.5555049123695524
174,0.6334115972167531,0.6454742099121391,0.6041386645848826,0.559212269839743,0.586851710274725,0.5955493373933192,0.5555301982921185
175,0.6334388870752051,0.645469602806337,0.6041553225165169,0.5592226216590273,0.5868810887269091,0.5955641359361996,0.5555606941779765
176,0.6334609620778271,0.6454567532367623,0.6041704638412388,0.559234579304212,0.5869061562663972,0.5955709687947455,0.5555887244613695
177,0.6334816597940878,0.6454431413958246,0.6041842142304933,0.5592424917044627,0.5869291852907805,0.5955825608398773,0.5556160880371362
178,0.633494271675475,0.6454294096923837,0.6042003504687399,0.5592481557991904,0.5869543016237367,0.5955884892559233,0.5556453090280236
179,0.6335086532542948,0.6454050643887956,0.6042138065291451,0.5592471990633165,0.5869769216964991,0.5956019807267569,0.5556679515452227
180,0.6335384913576316,0.645398004641505,0.6042366868009882,0.5592667260820346,0.5870103452320987,0.5956246923008269,0.555704185908646
181,0.6335834332041721,0.645406834273583,0.6042547715769258,0.5592860567713948,0.5870419320620722,0.5956434652183884,0.5557381782612717
182,0.6336255962049027,0.6454253864635195,0.6042860268752335,0.5593130977684689,0.5870745192018185,0.5956687126478408,0.5557713410459492
183,0.6336635168746236,0.6454431228018095,0.6043153864993389,0.5593435774127589,0.5871113437227066,0.595692821778582,0.5558101745006765
184,0.6337016633089877,0.6454627804409248,0.6043330125033346,0.5593750614858568,0.5871532241289069,0.5957084089280518,0.5558474590431342
185,0.6337355823812134,0.6454899651272077,0.6043558246410179,0.5594112878312467,0.5871974499236725,0.5957326523109527,0.5558789576925435
186,0.633760680385488,0.645510098965012,0.6043735704475486,0.559436605810476,0.5872411521087008,0.5957533218145048,0.5559221336757258
187,0.6337855194292366,0.6455421783367277,0.6043967139964976,0.5594528439765205,0.5872777670395604,0.5957746177134885,0.5559636449902908
188,0.6338003378539675,0.6455754646725531,0.6044209008007659,0.5594650615298002,0.5873128891750832,0.5957925634958248,0.55600118717545
189,0.6338156773876664,0.6456034387071115,0.6044449128933083,0.5594845340870854,0.5873464407350657,0.5958098664789612,0.5560447557600185
190,0.633831614323585,0.6456225034941145,0.6044715989627828,0.5595000727729499,0.5873753264763759,0.5958373324849525,0.5560771205316428
191,0.6338464302523766,0.6456412198482344,0.6044906888089714,0.5595124804706639,0.5873961020033122,0.5958552746829954,0.5561016126000762
192,0.6338643449065229,0.6456532884333915,0.6044978459439133,0.5595198646413444,0.5874120372399592,0.5958723018205496,0.5561220742358313
193,0.6338807582261076,0.6456636788637136,0.6044990759684585,0.5595315202673835,0.5874254667776736,0.5958982261986707,0.5561395450061204
194,0.6338938916953908,0.6456667913215579,0.604501768858843,0.5595392341302797,0.5874231909537275,0.5959176955095215,0.5561546848397161
195,0.6339148088188609,0.6456685264902935,0.604500861857729,0.5595510938479744,0.587428481574933,0.5959281688852466,0.5561773465952395
196,0.6339262520224141,0.6456749026894496,0.6044975913662047,0.5595662474332586,0.5874342748877293,0.595935988806837,0.5561983806724118
197,0.633933360728443,0.6456804134548306,0.6044918799418901,0.5595694621040221,0.5874479678241705,0.595944638432096,0.5562210954230207
198,0.6339417570275828,0.6456851740262156,0.6044683758176829,0.5595762258938504,0.5874569469144291,0.595952367378454,0.5562304483898399
199,0.6339617277771996,0.6456952349700533,0.6044464241999438,0.5595809499322175,0.5874677804792261,0.5959561137424931,0.5562368158510992
200,0.6339778088693186,0.6457116983669617,0.6044311824565337,0.5595802839954194,0.5874758928919952,0.5959626184255098,0.5562341879999904
201,0.6339936072843686,0.6457133796354964,0.6044135387334977,0.5595787293001436,0.5874781593441541,0.5959578607839543,0.5562315372600517
202,0.6340091400533381,0.6457069951975768,0.6043912722961648,0.5595628616646598,0.5874805730169509,0.5959486025045568,0.5562360402258031
203,0.6340172454274295,0.6457050745156423,0.6043749866325581,0.5595504011985952,0.5874882281821602,0.5959467319468894,0.5562388412221482
204,0.6340173602112241,0.6456943561724907,0.6043603796215938,0.5595318843036369,0.5874956843537984,0.5959371308626265,0.5562441415133043
205,0.6340151665793965,0.6456750857442128,0.6043404202332228,0.5595309997204652,0.5875112875217796,0.5959344200751072,0.5562527736717946
206,0.6340309229550041,0.6456741365869597,0.6043268553884764,0.559529939625557,0.5875270251522204,0.595918520683672,0.5562623065453216
207,0.6340533521496876,0.6456329158601868,0.6043220464519179,0.5595269829840038,0.587538188734524,0.5959076550854132,0.5562770038641688
208,0.6340659238633252,0.6455982153781872,0.6043129432814627,0.5595143558234514,0.5875567971514079,0.5958974289329056,0.5562856854234774
209,0.6340710423091707,0.6455563438322713,0.6043045669824627,0.5595004543813149,0.5875751103886712,0.595886658172063,0.5562905096868735
210,0.6340745406828608,0.6455199462256953,0.6042860030126549,0.5594894843148124,0.5875831590190923,0.5958658748809161,0.5562924134032728
211,0.6340709917901904,0.6454819598627063,0.6042566933316889,0.5594783057869328,0.5875803187179143,0.5958414073533428,0.5562862827634334
212,0.6340664028878764,0.6454495516909573,0.6042376124726929,0.5594660626342277,0.5875793619574938,0.5958154055643826,0.5562835468724854
213,0.6340691074336283,0.6454234941346765,0.6042242551536298,0.5594570023699893,0.5875853842114388,0.5958027646539017,0.5562890353466875
214,0.634075482391484,0.6453919124736153,0.6042086942020684,0.5594457782808189,0.5875843767283797,0.5957839129722847,0.556288293041921
215,0.6340722679896575,0.6453599680806091,0.6041878069067471,0.5594365488223125,0.5875737174445811,0.595756680532023,0.5562833879288421
216,0.6340675275969689,0.6453220045441541,0.6041615047402356,0.5594190702209838,0.5875697031211546,0.595721526043088,0.5562680516856984
217,0.6340672327218926,0.6452942949400559,0.604147672895855,0.5594060341926312,0.5875726252344934,0.5957046442068482,0.5562613169283706
218,0.6340601665220482,0.6452784777129,0.6041327284669584,0.5593991663839714,0.5875738745238126,0.5956858473857782,0.5562428516034541
219,0.6340350692341474,0.6452585431957509,0.6041132815471091,0.5593829910750765,0.5875705755848303,0.5956732046512656,0.5562207445833695
220,0.6340193463132505,0.6452387789716504,0.6040830979024008,0.5593663904990278,0.5875560423953041,0.5956495201184381,0.5562109133076054
221,0.6339991912977606,0.6452198320508581,0.6040550319097561,0.5593480068488634,0.5875392628690685,0.595613939915275,0.556203860868097
222,0.6339686589923221,0.6451948866912193,0.6040302341995092,0.5593299653078411,0.5875159477656078,0.5955866236600095,0.5561832365981306
223,0.6339612915115989,0.645168686777966,0.603999007354304,0.5593158241519489,0.5874861822558013,0.5955578536270953,0.5561610608867943
224,0.6339217923559582,0.6451293395480238,0.6039644164200701,0.5592959012450389,0.587454692099665,0.5955292237925638,0.5561439874799649
225,0.6338944621960071,0.645088730280882,0.6039157171128704,0.5592732146269657,0.5874216118945641,0.5954932899704666,0.5561089333047884
226,0.6338726726299603,0.6450432744787002,0.6038705318058449,0.559248758496215,0.5873837219896603,0.595447408748169,0.5560665021304606
227,0.6338497458675765,0.6450009575581162,0.6038217893079938,0.5592199989652211,0.5873379167892073,0.5953991695853391,0.5560291994963651
228,0.6338261218610648,0.64494157855928,0.6037562501276156,0.5591812597944934,0.5872698356427677,0.5953379388664837,0.5559789194486993
229,0.633780172248917,0.644875318581581,0.6036910179287344,0.5591317755938728,0.5872009856908994,0.5952737374159696,0.5559261873939167
230,0.6337371621553228,0.6447987279918787,0.6036208636509915,0.5590729852203402,0.5871280118271651,0.5952007241208912,0.5558743696650714
231,0.6336841901143339,0.6447169668335972,0.6035568944141032,0.5590154879343291,0.5870560597042536,0.5951332618685388,0.5558203551873838
232,0.6336280410175401,0.6446421286624006,0.6034792873109517,0.5589581766167774,0.5869935731176091,0.5950629942935007,0.5557679720847583
233,0.6335765648868543,0.6445683349664372,0.6033997232652195,0.5589016229906723,0.5869291441344473,0.5949908478792394,0.5557241744616455
